中央频道,#genre#
NewTV爱情喜剧,http://gslbserv.itv.cmvideo.cn:80/000000001000/8393829412396288037/1.m3u8?channel-id=ystenlive&Contentid=8393829412396288037&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=8393829412396288037&owchid=ystenlive&owsid=7951969344461671826
NewTV爱情喜剧,http://39.134.66.66/PLTV/88888888/224/3221225533/index.m3u8
NewTV精品大剧,http://gslbserv.itv.cmvideo.cn:80/000000001000/7882297361445410858/1.m3u8?channel-id=ystenlive&Contentid=7882297361445410858&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=7882297361445410858&owchid=ystenlive&owsid=7951969344461789021
NewTV中国功夫,http://gslbserv.itv.cmvideo.cn:80/000000001000/5897056882324761054/1.m3u8?channel-id=ystenlive&Contentid=5897056882324761054&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=5897056882324761054&owchid=ystenlive&owsid=7951969344461800735
NewTV金牌综艺,http://gslbserv.itv.cmvideo.cn:80/000000001000/6399725674632152632/1.m3u8?channel-id=ystenlive&Contentid=6399725674632152632&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=6399725674632152632&owchid=ystenlive&owsid=7951969344461811424
NewTV军事评论,http://gslbserv.itv.cmvideo.cn:80/000000001000/5822616274253344775/1.m3u8?channel-id=ystenlive&Contentid=5822616274253344775&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=5822616274253344775&owchid=ystenlive&owsid=7951969344461854480
NewTV农业致富,http://gslbserv.itv.cmvideo.cn:80/000000001000/6193684637634073625/1.m3u8?channel-id=ystenlive&Contentid=6193684637634073625&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=6193684637634073625&owchid=ystenlive&owsid=7951969344462094324
NewTV精品纪录,http://gslbserv.itv.cmvideo.cn:80/000000001000/6298506997017621594/1.m3u8?channel-id=ystenlive&Contentid=6298506997017621594&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=6298506997017621594&owchid=ystenlive&owsid=7951969344462219754
NewTV精品体育,http://gslbserv.itv.cmvideo.cn:80/000000001000/6460382139625130259/1.m3u8?channel-id=ystenlive&Contentid=6460382139625130259&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=6460382139625130259&owchid=ystenlive&owsid=7951969344462313166
NewTV潮妈辣婆,http://gslbserv.itv.cmvideo.cn:80/000000001000/6516734029835465177/1.m3u8?channel-id=ystenlive&Contentid=6516734029835465177&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=6516734029835465177&owchid=ystenlive&owsid=7951969344462324357
NewTV黑莓电影,http://gslbserv.itv.cmvideo.cn:80/000000001000/8785669936177902664/1.m3u8?channel-id=ystenlive&Contentid=8785669936177902664&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=8785669936177902664&owchid=ystenlive&owsid=7951969344461621383
NewTV黑莓动画,http://gslbserv.itv.cmvideo.cn:80/000000001000/6497762188035533951/1.m3u8?channel-id=ystenlive&Contentid=6497762188035533951&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=6497762188035533951&owchid=ystenlive&owsid=7951969344461242832
NewTV黑莓电竞,http://gslbserv.itv.cmvideo.cn:80/000000001000/5320946857686967621/1.m3u8?channel-id=ystenlive&Contentid=5320946857686967621&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=5320946857686967621&owchid=ystenlive&owsid=7951969344462105144
NewTV黑莓电竞,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000003775&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
NewTV炫舞未来,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000000515&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
NewTV魅惑潇湘,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000006197&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
NewTV精品宠物,http://111.13.42.234/PLTV/88888888/224/3221226976/1.m3u8?blog.ntnas.top

╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╣   


NewTV超级电影,http://39.134.66.66/PLTV/88888888/224/3221225644/index.m3u8
NewTV超级电视剧,http://39.134.66.66/PLTV/88888888/224/3221225637/index.m3u8
NewTV超级综艺,http://39.134.66.66/PLTV/88888888/224/3221225642/index.m3u8
NewTV精品综合,http://39.134.65.166/PLTV/88888888/224/3221225550/1.m3u8
NewTV精品大剧,http://39.134.65.166/PLTV/88888888/224/3221225536/1.m3u8
NewTV精品纪录,http://111.40.196.28/PLTV/88888888/224/3221225630/index.m3u8
NewTV精品体育,http://111.40.196.37/PLTV/88888888/224/3221225608/index.m3u8
NewTV精品纪录,http://111.40.196.38/PLTV/88888888/224/3221225630/index.m3u8
NewTV金牌综艺,http://111.40.196.38/PLTV/88888888/224/3221225650/index.m3u8
NewTV惊悚悬疑,http://111.40.196.32/PLTV/88888888/224/3221225638/index.m3u8
NewTV家庭剧场,http://111.40.196.39/PLTV/88888888/224/3221225626/index.m3u8
NewTV东北热剧,http://39.134.65.179/PLTV/88888888/224/3221225679/1.m3u8
NewTV欢乐剧场,http://39.134.65.173/PLTV/88888888/224/3221225682/1.m3u8
NewTV古装剧场,http://111.40.196.36/PLTV/88888888/224/3221225618/index.m3u8
NewTV军旅剧场,http://111.40.196.28/PLTV/88888888/224/3221225622/index.m3u8
NewTV爱情喜剧,http://111.40.196.38/PLTV/88888888/224/3221225616/index.m3u8
NewTV潮妈辣婆,http://111.40.196.38/PLTV/88888888/224/3221225680/index.m3u8
NewTV动作电影,http://111.40.196.31/PLTV/88888888/224/3221225620/index.m3u8
NewTV东方影视,http://111.40.196.28/PLTV/88888888/224/3221225615/index.m3u8
NewTV热播精选,http://39.134.65.166/PLTV/88888888/224/3221225521/1.m3u8
NewTV军事评论,http://111.40.196.39/PLTV/88888888/224/3221225634/index.m3u8
NewTV农业致富,http://111.40.196.35/PLTV/88888888/224/3221225636/index.m3u8
NewTV武搏世界,http://111.40.196.39/PLTV/88888888/224/3221225664/index.m3u8
NewTV中国功夫,http://111.40.196.38/PLTV/88888888/224/3221225678/index.m3u8
NewTV怡伴健康,http://39.134.65.164/PLTV/88888888/224/3221225571/1.m3u8
NewTV炫舞未来,http://39.134.65.164/PLTV/88888888/224/3221225646/1.m3u8
NewTV黑莓电影,http://111.40.196.9/PLTV/88888888/224/3221225610/index.m3u8
NewTV黑莓电竞,http://111.40.196.38/PLTV/88888888/224/3221225606/index.m3u8
NewTV黑莓动画,http://111.40.196.38/PLTV/88888888/224/3221225628/index.m3u8

NewTV爱情喜剧,http://39.134.66.66/PLTV/88888888/224/3221225533/index.m3u8
NewTV爱情喜剧,http://39.134.65.166/PLTV/88888888/224/3221225533/1.m3u8
NewTV爱情喜剧,http://39.134.65.164/PLTV/88888888/224/3221225533/1.m3u8
NewTV精品大剧,http://39.134.66.66/PLTV/88888888/224/3221225536/index.m3u8
NewTV精品大剧,http://39.135.138.58:18890/PLTV/88888888/224/3221225714/index.m3u8
NewTV精品大剧,http://39.134.65.166/PLTV/88888888/224/3221225536/1.m3u8
NewTV精品大剧,http://39.135.138.60:18890/PLTV/88888910/224/3221225714/index.m3u8
NewTV精品综合,http://111.40.196.9/PLTV/88888888/224/3221225632/index.m3u8
NewTV精品综合,http://39.135.138.58:18890/PLTV/88888888/224/3221225716/index.m3u8
NewTV精品综合,http://39.134.65.166/PLTV/88888888/224/3221225550/1.m3u8
NewTV精品综合,http://39.134.65.164/PLTV/88888888/224/3221225550/1.m3u8
NewTV潮妈辣婆,http://39.134.66.66/PLTV/88888888/224/3221225542/index.m3u8
NewTV潮妈辣婆,http://39.135.138.58:18890/PLTV/88888888/224/3221225708/index.m3u8
NewTV潮妈辣婆,http://39.134.65.166/PLTV/88888888/224/3221225542/1.m3u8
NewTV潮妈辣婆,http://39.134.65.164/PLTV/88888888/224/3221225542/1.m3u8
NewTV潮妈辣婆,http://39.135.138.60:18890/PLTV/88888910/224/3221225708/index.m3u8
NewTV黑莓电竞,http://39.134.115.163:8080/PLTV/88888910/224/3221225653/index.m3u8
NewTV黑莓电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225718/index.m3u8
NewTV潮妈辣婆,http://111.40.196.38/PLTV/88888888/224/3221225680/index.m3u8
NewTV家庭剧场,http://39.134.66.66/PLTV/88888888/224/3221225538/index.m3u8
NewTV快乐购,http://39.135.138.58:18890/PLTV/88888888/224/3221225712/index.m3u8
NewTV快乐购,http://39.134.65.166/PLTV/88888888/224/3221225521/1.m3u8
NewTV爱情喜剧,http://111.40.196.38/PLTV/88888888/224/3221225616/index.m3u8
NewTV武搏世界,http://39.134.66.66/PLTV/88888888/224/3221225547/index.m3u8
NewTV武搏世界,http://39.135.138.58:18890/PLTV/88888888/224/3221225656/index.m3u8
NewTV古装剧场,http://111.40.196.36/PLTV/88888888/224/3221225618/index.m3u8
NewTV古装剧场,http://39.134.115.163:8080/PLTV/88888910/224/3221225678/index.m3u8
NewTV古装剧场,http://39.134.65.166/PLTV/88888888/224/3221225524/1.m3u8
NewTV古装剧场,http://39.134.65.164/PLTV/88888888/224/3221225524/1.m3u8
NewTV古装剧场,http://39.135.138.60:18890/PLTV/88888910/224/3221225678/index.m3u8
NewTV动作电影,http://111.40.196.31/PLTV/88888888/224/3221225620/index.m3u8
NewTV超级综艺,http://39.134.66.66/PLTV/88888888/224/3221225642/index.m3u8
NewTV超级综艺,http://39.135.138.58:18890/PLTV/88888888/224/3221225620/index.m3u8
NewTV超级综艺,http://39.134.65.164/PLTV/88888888/224/3221225642/1.m3u8
NewTV超级综艺,http://39.135.138.60:18890/PLTV/88888910/224/3221225620/index.m3u8
NewTV古装剧场,http://39.134.66.66/PLTV/88888888/224/3221225524/index.m3u8
NewTV古装剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221225678/index.m3u8
NewTV军旅剧场,http://39.134.115.163:8080/PLTV/88888910/224/3221225669/index.m3u8
NewTV超级电影,http://39.134.65.164/PLTV/88888888/224/3221225644/1.m3u8
NewTV超级电影,http://39.134.65.179/PLTV/88888888/224/3221225644/1.m3u8
NewTV超级电影,http://39.134.65.173/PLTV/88888888/224/3221225644/1.m3u8
NewTV超级电影,http://39.134.65.175/PLTV/88888888/224/3221225644/1.m3u8
NewTV军旅剧场,http://39.134.65.164/PLTV/88888888/224/3221225560/1.m3u8
NewTV军旅剧场,http://39.135.138.60:18890/PLTV/88888910/224/3221225669/index.m3u8
NewTV精品纪录,http://111.40.196.28/PLTV/88888888/224/3221225630/index.m3u8
NewTV精品纪录,http://39.134.115.163:8080/PLTV/88888910/224/3221225710/index.m3u8
NewTV炫舞未来,http://39.134.66.66/PLTV/88888888/224/3221225646/index.m3u8
NewTV炫舞未来,http://39.134.65.164/PLTV/88888888/224/3221225646/1.m3u8
NewTV炫舞未来,http://39.135.138.60:18890/PLTV/88888910/224/3221225707/index.m3u8
NewTV精品体育,http://111.40.196.37/PLTV/88888888/224/3221225608/index.m3u8
NewTV武搏世界,http://39.134.65.166/PLTV/88888888/224/3221225547/1.m3u8
NewTV军事评论,http://111.40.196.39/PLTV/88888888/224/3221225634/index.m3u8
NewTV超级电影,http://39.134.66.66/PLTV/88888888/224/3221225644/index.m3u8
NewTV超级电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225623/index.m3u8
NewTV军事评论,http://39.134.66.66/PLTV/88888888/224/3221225535/index.m3u8
NewTV军事评论,http://39.135.138.58:18890/PLTV/88888888/224/3221225757/index.m3u8
NewTV军事评论,http://39.134.65.166/PLTV/88888888/224/3221225535/1.m3u8
NewTV军事评论,http://39.134.65.164/PLTV/88888888/224/3221225535/1.m3u8
NewTV军事评论,http://39.135.138.60:18890/PLTV/88888910/224/3221225757/index.m3u8
NewTV惊悚悬疑,http://111.40.196.32/PLTV/88888888/224/3221225638/index.m3u8
NewTV金牌综艺,http://39.134.65.166/PLTV/88888888/224/3221225525/1.m3u8
NewTV金牌综艺,http://39.134.65.173/PLTV/88888888/224/3221225525/1.m3u8
NewTV金牌综艺,http://39.134.65.175/PLTV/88888888/224/3221225525/1.m3u8
NewTV动作电影,http://39.134.65.166/PLTV/88888888/224/3221225555/1.m3u8
NewTV动作电影,http://39.134.65.164/PLTV/88888888/224/3221225555/1.m3u8
NewTV家庭剧场,http://111.40.196.39/PLTV/88888888/224/3221225626/index.m3u8
NewTV农业致富,http://39.134.66.66/PLTV/88888888/224/3221225552/index.m3u8
NewTV农业致富,http://39.135.138.58:18890/PLTV/88888888/224/3221225670/index.m3u8
NewTV快乐购,http://39.134.66.66/PLTV/88888888/224/3221225550/index.m3u8
NewTV农业致富,http://111.40.196.35/PLTV/88888888/224/3221225636/index.m3u8
NewTV农业致富,http://39.134.115.163:8080/PLTV/88888910/224/3221225670/index.m3u8
NewTV中国功夫,http://39.134.66.66/PLTV/88888888/224/3221225604/index.m3u8
NewTV中国功夫,http://39.134.65.164/PLTV/88888888/224/3221225604/1.m3u8
NewTV中国功夫,http://39.135.138.60:18890/PLTV/88888910/224/3221225660/index.m3u8
NewTV武搏世界,http://111.40.196.39/PLTV/88888888/224/3221225664/index.m3u8
NewTV农业致富,http://39.134.65.166/PLTV/88888888/224/3221225552/1.m3u8
NewTV农业致富,http://39.134.65.164/PLTV/88888888/224/3221225552/1.m3u8
NewTV农业致富,http://39.135.138.60:18890/PLTV/88888910/224/3221225670/index.m3u8
NewTV惊悚悬疑,http://39.134.65.166/PLTV/88888888/224/3221225553/1.m3u8
NewTV惊悚悬疑,http://39.134.65.164/PLTV/88888888/224/3221225553/1.m3u8
NewTV中国功夫,http://111.40.196.38/PLTV/88888888/224/3221225678/index.m3u8
NewTV东北热剧,http://39.134.65.164/PLTV/88888888/224/3221225679/1.m3u8
NewTV东北热剧,http://39.134.65.173/PLTV/88888888/224/3221225679/1.m3u8
NewTV快乐购,http://39.134.66.66/PLTV/88888888/224/3221225571/index.m3u8
NewTV快乐购,http://39.134.65.164/PLTV/88888888/224/3221225571/1.m3u8
NewTV精品纪录,http://39.134.66.66/PLTV/88888888/224/3221225545/index.m3u8
NewTV精品纪录,http://39.135.138.58:18890/PLTV/88888888/224/3221225710/index.m3u8
NewTV精品纪录,http://39.134.65.166/PLTV/88888888/224/3221225545/1.m3u8
NewTV精品纪录,http://39.135.138.60:18890/PLTV/88888910/224/3221225710/index.m3u8
NewTV精品纪录,http://39.134.67.2:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/1.m3u8
NewTV精品纪录,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/1.m3u8
NewTV精品纪录,http://39.134.67.7:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/1.m3u8
NewTV精品体育,http://39.134.66.66/PLTV/88888888/224/3221225526/index.m3u8
NewTV精品体育,http://39.134.65.166/PLTV/88888888/224/3221225526/1.m3u8
NewTV精品体育,http://39.135.138.60:18890/PLTV/88888910/224/3221225709/index.m3u8
NewTV精品体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225622/index.m3u8
NewTV精品体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225648/index.m3u8
NewTV精品体育,http://39.134.65.164/PLTV/88888888/224/3221225635/1.m3u8
NewTV精品大剧,http://39.134.115.163:8080/PLTV/88888910/224/3221225714/index.m3u8
NewTV炫舞未来,http://39.134.115.163:8080/PLTV/88888910/224/3221225707/index.m3u8
NewTV家庭剧场,http://39.134.65.164/PLTV/88888888/224/3221225538/1.m3u8
NewTV家庭剧场,http://39.135.138.60:18890/PLTV/88888910/224/3221225713/index.m3u8
NewTV超级电视剧,http://39.134.66.66/PLTV/88888888/224/3221225637/index.m3u8
NewTV超级电视剧,http://39.135.138.58:18890/PLTV/88888888/224/3221225625/index.m3u8
NewTV超级电视剧,http://39.134.65.164/PLTV/88888888/224/3221225637/1.m3u8
NewTV欢乐剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221226210/index.m3u8
NewTV欢乐剧场,http://39.134.65.179/PLTV/88888888/224/3221225682/1.m3u8
NewTV欢乐剧场,http://39.134.65.166/PLTV/88888888/224/3221225682/1.m3u8
NewTV欢乐剧场,http://39.134.65.173/PLTV/88888888/224/3221225682/1.m3u8
NewTV欢乐剧场,http://39.134.65.175/PLTV/88888888/224/3221225682/1.m3u8
NewTV超级电视剧,http://39.134.65.179/PLTV/88888888/224/3221225637/1.m3u8
NewTV超级电视剧,http://39.134.65.181/PLTV/88888888/224/3221225637/1.m3u8
NewTV超级电视剧,http://39.134.65.173/PLTV/88888888/224/3221225637/1.m3u8
NewTV超级电视剧,http://39.134.65.183/PLTV/88888888/224/3221225637/1.m3u8
NewTV金牌综艺,http://39.134.66.66/PLTV/88888888/224/3221225525/index.m3u8
NewTV金牌综艺,http://39.135.138.58:18890/PLTV/88888888/224/3221225711/index.m3u8
NewTV金牌综艺,http://39.134.65.179/PLTV/88888888/224/3221225525/1.m3u8
NewTV金牌综艺,http://39.135.138.60:18890/PLTV/88888910/224/3221225711/index.m3u8
NewTV东北热剧,http://39.134.65.179/PLTV/88888888/224/3221225679/1.m3u8
NewTV东北热剧,http://39.134.65.175/PLTV/88888888/224/3221225679/1.m3u8
NewTV家庭剧场,http://39.134.65.166/PLTV/88888888/224/3221225538/1.m3u8
NewTV东北热剧,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226202/index.m3u8
NewTV军事评论,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225757/index.m3u8
NewTV家庭剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225713/index.m3u8
NewTV欢乐剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226210/index.m3u8
NewTV精品体育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225709/index.m3u8



╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╣   
╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╣   
╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╣   
╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╣   
╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╬═╬═╬═╬═╣╠═╬═╬═╬═╬ ═╬═╣   
SiTV全纪实,http://183.207.255.188/live/program/live/qjshd/4000000/mnf.m3u8
SiTV动漫秀场,http://183.207.255.188/live/program/live/dmxchd/4000000/mnf.m3u8
SiTV极品汽车,http://183.207.255.188/live/program/live/jsqchd/4000000/mnf.m3u8
SiTV欢笑剧场,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8
SiTV游戏风云,http://183.207.255.188/live/program/live/yxfyhd/4000000/mnf.m3u8
SiTV生活时尚,http://183.207.255.188/live/program/live/shsshd/4000000/mnf.m3u8
SiTV都市剧场,http://183.207.255.188/live/program/live/dsjchd/4000000/mnf.m3u8
SiTV新视觉,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
SiTV幸福彩,http://183.207.255.188/live/program/live/xfchd/4000000/mnf.m3u8
SiTV劲爆体育,http://140.207.241.2:8080/live/program/live/jbtyhd/4000000/mnf.m3u8
SiTV魅力足球,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
SiTV法治天地,http://183.207.255.188/live/program/live/fztd/1300000/mnf.m3u8
SiTV金色频道,http://183.207.255.188/live/program/live/jingsepd/1300000/mnf.m3u8
SiTV七彩戏剧,http://183.207.255.188/live/program/live/qcxj/1300000/mnf.m3u8
SiTV东方财经,http://183.207.255.188/live/program/live/dfcj/1300000/mnf.m3u8







电影解说,#genre#
牛叔说电影,http://maomao.kandiantv.cn/douyu1.php?id=2758565
解说恐怖片,http://maomao.kandiantv.cn/douyu1.php?id=9412287
小片片说大片,http://maomao.kandiantv.cn/douyu1.php?id=4258555
虫哥说电影,http://maomao.kandiantv.cn/douyu1.php?id=8915074
伯乐说电影,http://maomao.kandiantv.cn/douyu1.php?id=9386057
哇哇哇妹,http://maomao.kandiantv.cn/douyu1.php?id=8657920
午夜惊悚乐园,http://maomao.kandiantv.cn/douyu1.php?id=9075333
刘老师说电影,http://maomao.kandiantv.cn/douyu1.php?id=2660125
老邪说电影,http://maomao.kandiantv.cn/douyu1.php?id=9222870
科幻FANS布玛,http://maomao.kandiantv.cn/douyu1.php?id=3508304
解说柯南,http://maomao.kandiantv.cn/douyu1.php?id=9065082
老烟斗鬼故事,http://maomao.kandiantv.cn/douyu1.php?id=2337939
不一样的电影,http://maomao.kandiantv.cn/douyu1.php?id=2632223
烂片的克星,http://maomao.kandiantv.cn/douyu1.php?id=9222870
开心锤锤,http://maomao.kandiantv.cn/douyu1.php?id=9018297
潘金莲武松,http://maomao.kandiantv.cn/douyu1.php?id=8986636
斗鱼電影22,http://epg.112114.xyz/douyu/1979257
斗鱼電影97,http://epg.112114.xyz/douyu/8867878
斗鱼電影125,http://epg.112114.xyz/douyu/5067952
斗鱼電影134,http://epg.112114.xyz/douyu/6725858
斗鱼電影153,http://epg.112114.xyz/douyu/8799435
斗鱼電影155,http://epg.112114.xyz/douyu/4258555
斗鱼電影165,http://epg.112114.xyz/douyu/8705754
斗鱼电影110,http://epg.112114.xyz/douyu/8415464
斗鱼电影116,http://epg.112114.xyz/douyu/8651489
斗鱼电影120,http://epg.112114.xyz/douyu/5354713
斗鱼电影130,http://epg.112114.xyz/douyu/8014467
斗鱼电影158,http://epg.112114.xyz/douyu/8788687
















电影频道,#genre#
CCTV6,http://39.134.144.6:8089/PLTV/88888888/224/3221226427/index.m3u8
CHC家庭电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC家庭电影,http://39.134.18.65/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8
CHC家庭电影,http://111.20.33.93/PLTV/88888893/224/3221226462/index.m3u8
CHC家庭电影,http://222.132.191.125:9901/tsfile/live/1008_1.m3u8
CHC家庭电影,http://125.40.191.58:9901/tsfile/live/1001_1.m3u8
CHC家庭电影,http://117.148.179.157/PLTV/88888888/224/3221232942/index.m3u8
CHC家庭电影,http://gxfrg007.8800.org:8282/tsfile/live/1096_1.m3u8
CHC家庭电影,http://117.148.179.151/PLTV/88888888/224/3221231799/index.m3u8
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC动作电影,http://111.20.33.79/wh7f454c46tw2676886234_1042025358/PLTV/88888893/224/3221226465/index.m3u8
CHC动作电影,http://111.20.33.93/wh7f454c46tw66682855_961085433/PLTV/88888893/224/3221226465/index.m3u8
CHC动作电影,http://111.20.33.70/PLTV/88888893/224/3221226465/index.m3u8
CHC动作电影,http://125.40.191.58:9901/tsfile/live/1002_1.m3u8
CHC动作电影,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1
CHC动作电影,http://117.148.179.157/PLTV/88888888/224/3221231580/index.m3u8
CHC动作电影,http://117.148.179.157/PLTV/88888888/224/3221232945/index.m3u8
CHC动作电影,http://111.20.33.93/PLTV/88888893/224/3221226465/index.m3u8
CHC动作电影,http://117.148.179.138/PLTV/88888888/224/3221231580/index.m3u8
CHC高清电影,http://111.20.33.93/PLTV/88888893/224/3221226463/index.m3u8
